REGIAO_ORIGEM,UF,DATE,TMIN,TMAX,PREC
Oeste da Bahia,BA,1997-07-02,17.956414337464196,30.345725911186342,1203.2326112634996
Ourinhos e Avaré,SP,1997-07-02,16.47470118409844,28.07228090429819,1656.8003717237902
Paraná,PR,1997-07-02,16.882543770890486,28.014681395731476,1925.2329320405659
Pernambuco,PE,1997-07-02,19.055467869685245,28.596747236985426,952.5149489182693
Pinhal,SP,1997-07-02,14.976055402022142,27.622419137221115,1398.4249924879807
Planalto Central,DF,1997-07-02,16.767379425190114,27.483552897417987,1386.995560257523
Planalto de Vitória da Conquista,BA,1997-07-02,18.05372467375638,27.791456791392545,852.2221991555732
Rondônia,RO,1997-07-02,21.18837631381786,31.455873770051788,2006.2918468433852
Serrana de Itiruçu/Brejões,BA,1997-07-02,18.257194474686024,27.2508672226307,1042.362090354742
Serrana do Rio de Janeiro,RJ,1997-07-02,16.007875909992293,27.004191566916074,1294.0551015816484
Sul de Minas,MG,1997-07-02,14.08801921005249,27.1252065032959,1538.7995080078124
Sul do Rio de Janeiro,RJ,1997-07-02,15.370034926976913,27.678241485204452,1217.283453525641
Acre,AC,1998-07-02,21.08493550698362,31.91148883733318,1786.3023006880103
Alta Mogiana,SP,1998-07-02,17.40418845209582,28.210592828947924,1552.5801517881196
Atlântico Baiano,BA,1998-07-02,20.670642608921277,29.526174371100996,1104.1516132790205
Campo das Vertentes,MG,1998-07-02,15.845106209025664,27.57306096133064,1394.9321055692785
Caparaó,ES,1998-07-02,15.984052611560356,27.49583346669267,1271.3231320264863
Ceará,CE,1998-07-02,21.165564026495424,32.36604910185843,598.344369291055
Cerrado Mineiro,MG,1998-07-02,17.956185513648435,29.988209339402477,1275.648337607058
Chapada Diamantina,BA,1998-07-02,18.137438756382597,28.42809858641217,537.534267382994
Chapada de Minas,MG,1998-07-02,18.00980859532475,30.03287928842565,898.2132310317504
Conilon Capixaba,ES,1998-07-02,20.1480628296181,31.24273881205806,769.4354276303892
Goiás,GO,1998-07-02,18.387649744318537,30.69656141535237,1340.2971174751392
Mantiqueira de Minas,MG,1998-07-02,12.771858655489408,26.87669302867009,1354.3779156024639
Marília e Garça,SP,1998-07-02,17.856063842773438,29.442745293511283,1546.884486219618
Matas de Minas,MG,1998-07-02,16.39010904218767,27.67389414860652,1167.3797650103802
Matas de Rondônia,RO,1998-07-02,20.830005712094515,32.06962316761846,1672.8229152513586
Mato Grosso,MT,1998-07-02,20.409164434724016,32.52071220547074,1927.5488708419127
Montanhas de Minas,MG,1998-07-02,16.90943972329448,28.010220663888113,1265.5630907331195
Montanhas do Espírito Santo,ES,1998-07-02,16.56835993448893,27.43779052734375,1230.2061783854167
Média Mogiana,SP,1998-07-02,15.426240599673728,26.910418883613918,1404.131299889606
Noroeste/Norte do Rio de Janeiro,RJ,1998-07-02,19.35968074315711,29.616442716574365,1108.952779649179
Norte Pioneiro do Paraná,PR,1998-07-02,16.53755840003913,27.163851907067265,1708.555680511691
Norte e Noroeste de Minas,MG,1998-07-02,18.55491104390886,31.032762871848213,1391.1487039636684
Oeste da Bahia,BA,1998-07-02,18.827855372811385,32.01235176025227,986.4456140854779
Ourinhos e Avaré,SP,1998-07-02,16.52611074139995,28.092729486444945,1656.1133573798722
Paraná,PR,1998-07-02,17.06607099896983,27.573855211860256,1968.1378595452559
Pernambuco,PE,1998-07-02,19.7201294532189,29.844424350445088,516.5976370004507
Pinhal,SP,1998-07-02,15.440555939307579,27.718871923593376,1388.0504009540264
Planalto Central,DF,1998-07-02,17.393600234278924,28.79922072092692,1328.9206316912616
Planalto de Vitória da Conquista,BA,1998-07-02,18.71364570918836,29.143443760118988,649.8310216267904
Rondônia,RO,1998-07-02,21.397775989271324,32.235082998538125,1795.836669062775
Serrana de Itiruçu/Brejões,BA,1998-07-02,18.863307087920433,28.64863970113355,583.8548424299373
Serrana do Rio de Janeiro,RJ,1998-07-02,16.617290178934734,26.727983586928424,1415.8950602213542
Sul de Minas,MG,1998-07-02,14.675334899139404,27.250627490234375,1367.0579634765625
Sul do Rio de Janeiro,RJ,1998-07-02,16.16010905534793,27.245319610986954,1307.6161483373398
Acre,AC,1999-07-02,20.475157498115273,31.19305924794183,2143.748376894237
Alta Mogiana,SP,1999-07-02,16.606425482651282,28.161294838477826,1279.603117844154
Atlântico Baiano,BA,1999-07-02,19.81638665830708,28.228084329056415,1572.2493913206335
Campo das Vertentes,MG,1999-07-02,14.916486417545991,26.922181325800278,1243.3181816549861
Caparaó,ES,1999-07-02,14.96380473346245,26.68479323968655,1185.98129942359
Ceará,CE,1999-07-02,20.29282876217004,31.024419823078194,991.5379367404514
Cerrado Mineiro,MG,1999-07-02,17.16804717638478,29.49991878367359,1244.7798919361817
Chapada Diamantina,BA,1999-07-02,17.214559108351242,26.522003599259047,908.5001011958352
Chapada de Minas,MG,1999-07-02,16.954165322924847,28.638202584426175,899.5755765107178
Conilon Capixaba,ES,1999-07-02,19.06230499126293,29.97707739582768,1025.5685910825375
Goiás,GO,1999-07-02,17.66360089713842,30.20917091553322,1307.4324915902764
Mantiqueira de Minas,MG,1999-07-02,11.62570114319141,26.542330741882324,1408.8912564791167
Marília e Garça,SP,1999-07-02,17.21001853942871,30.091648610432944,1295.5386745876735
Matas de Minas,MG,1999-07-02,15.4179951060902,27.32587128752595,1135.0320575420674
Matas de Rondônia,RO,1999-07-02,20.309263782224793,31.60246035257975,1722.0871302507926
Mato Grosso,MT,1999-07-02,19.805649640731524,32.299446998297945,1806.4116591541342
Montanhas de Minas,MG,1999-07-02,16.114375220205552,27.55688850861743,1168.5305238881506
Montanhas do Espírito Santo,ES,1999-07-02,15.334299812316894,26.479983495076496,1278.0879557291667
Média Mogiana,SP,1999-07-02,14.49361839501754,26.931252127108365,1354.12939453125
Noroeste/Norte do Rio de Janeiro,RJ,1999-07-02,18.38423172431656,29.20023126240018,1052.606518709207
Norte Pioneiro do Paraná,PR,1999-07-02,15.631807651925595,27.68163256273202,1230.845912635749
Norte e Noroeste de Minas,MG,1999-07-02,17.791644869027316,30.7022284578394,1214.8817565352829
Oeste da Bahia,BA,1999-07-02,18.16304653596113,30.6142240412095,1224.9645325359813
Ourinhos e Avaré,SP,1999-07-02,15.623583711603636,28.341657248876427,1232.1573893229167
Paraná,PR,1999-07-02,16.202198665393027,28.0351677631077,1315.9564954858076
Pernambuco,PE,1999-07-02,18.79731955895057,28.669486236572265,713.8851524939904
Pinhal,SP,1999-07-02,14.375099145449125,27.762731258685772,1518.4266920823318
Planalto Central,DF,1999-07-02,16.516545366357875,27.956566351431388,1269.6819073712384
Planalto de Vitória da Conquista,BA,1999-07-02,17.687517709899367,27.125371991542348,840.9896481162623
Rondônia,RO,1999-07-02,20.751979164030793,31.615115650784716,1831.3118470058332
Serrana de Itiruçu/Brejões,BA,1999-07-02,17.995099134223405,26.654963981273564,964.9956601165062
Serrana do Rio de Janeiro,RJ,1999-07-02,15.474533978630514,26.3980302623674,1182.9300345626532
Sul de Minas,MG,1999-07-02,13.6351922164917,26.87424799194336,1286.1800452148439
Sul do Rio de Janeiro,RJ,1999-07-02,15.180966132726425,26.830448835324017,1171.0855368589744
Acre,AC,2000-07-01,20.740421805549506,31.1608266854406,1726.1138337868542
Alta Mogiana,SP,2000-07-01,16.909626697671825,28.084065437316895,1684.2027019632274
Atlântico Baiano,BA,2000-07-01,19.917303869169054,28.421527017741443,1481.1937604233553
Campo das Vertentes,MG,2000-07-01,14.659261044333963,26.928442562327664,1489.6118415383733
Caparaó,ES,2000-07-01,15.275536351087617,26.669747143256956,1477.4019031059452
Ceará,CE,2000-07-01,20.42729678298488,30.747967614067925,1116.5762594203757
Cerrado Mineiro,MG,2000-07-01,17.244343114935834,29.25060993297253,1495.2563661689837
Chapada Diamantina,BA,2000-07-01,17.360842254525224,27.086540917038473,956.3377769498577
Chapada de Minas,MG,2000-07-01,17.097216442556142,28.457844379194267,1138.4430400373249
Conilon Capixaba,ES,2000-07-01,19.569616423712837,29.70434245356807,1443.730105364764
Goiás,GO,2000-07-01,17.608282219349476,29.737686717491087,1626.8746833617577
Mantiqueira de Minas,MG,2000-07-01,12.248450205876278,26.37987470626831,1718.14453125
Marília e Garça,SP,2000-07-01,18.264160495334202,29.922789552476672,1376.131751844618
Matas de Minas,MG,2000-07-01,15.842560841487003,27.189656624427208,1321.7349264505026
Matas de Rondônia,RO,2000-07-01,20.63310152689616,31.6064681896265,1607.530867513021
Mato Grosso,MT,2000-07-01,20.570460994186497,32.141628006818465,1801.2427659100872
Montanhas de Minas,MG,2000-07-01,16.277413443515176,27.4319755654586,1359.8912647218633
Montanhas do Espírito Santo,ES,2000-07-01,16.332358996073406,26.38741739908854,1374.7499446614584
Média Mogiana,SP,2000-07-01,15.193786050962364,26.959852550340734,1624.2625122070312
Noroeste/Norte do Rio de Janeiro,RJ,2000-07-01,18.641803306869313,29.198894935318187,1030.48310794106
Norte Pioneiro do Paraná,PR,2000-07-01,16.134270904757454,27.595787075394433,1394.3166538536125
Norte e Noroeste de Minas,MG,2000-07-01,17.7708002726237,30.349560022354126,1538.5897991039135
Oeste da Bahia,BA,2000-07-01,17.942929813568604,30.39063976920225,1204.1241846747578
Ourinhos e Avaré,SP,2000-07-01,16.330269926337785,28.03886604309082,1351.2914527154737
Paraná,PR,2000-07-01,16.73997134754532,27.870053034079703,1678.0458185296309
Pernambuco,PE,2000-07-01,18.999769915067233,28.242091780442458,1175.6331768329328
Pinhal,SP,2000-07-01,15.500087297879732,27.652304355914776,1788.2032142052283
Planalto Central,DF,2000-07-01,16.57429681000886,27.73776273374204,1429.1442554615162
Planalto de Vitória da Conquista,BA,2000-07-01,17.894587207258795,27.724418037816097,845.3068341706928
Rondônia,RO,2000-07-01,20.92983695168718,31.597174898905397,1756.6125806148282
Serrana de Itiruçu/Brejões,BA,2000-07-01,18.12689155756041,27.17753164158311,971.9876105729924
Serrana do Rio de Janeiro,RJ,2000-07-01,15.673816849203671,26.454738205554438,1304.7506929285387
Sul de Minas,MG,2000-07-01,13.937568049621582,26.810291912841798,1553.2125859375
Sul do Rio de Janeiro,RJ,2000-07-01,15.149489500583746,26.98970535473946,1231.5037309695513
Acre,AC,2001-07-02,21.075272207883135,31.20682739133212,2012.7738325416144
Alta Mogiana,SP,2001-07-02,16.962848926412647,28.183089289171942,1408.5538245891703
Atlântico Baiano,BA,2001-07-02,20.245684114221024,28.777267490892104,1210.0608216725527
Campo das Vertentes,MG,2001-07-02,15.240927485858693,27.590173637165744,1329.2587190515856
Caparaó,ES,2001-07-02,15.320831810555807,27.835178003078553,1218.6899205649772
Ceará,CE,2001-07-02,20.46773987587052,31.332510803685043,755.2751208989307
Cerrado Mineiro,MG,2001-07-02,17.25357224580911,29.645068693852078,1201.917729284946
Chapada Diamantina,BA,2001-07-02,17.440562928919455,27.88675141600428,490.36566876833325
Chapada de Minas,MG,2001-07-02,17.466206053058446,28.882397933362643,812.0693648477466
Conilon Capixaba,ES,2001-07-02,19.799217700958252,30.16078058878581,1332.597361811885
Goiás,GO,2001-07-02,17.580424904249263,29.755585990403667,1377.9441622371276
Mantiqueira de Minas,MG,2001-07-02,12.400339511724619,27.09531861085158,1290.5511991060698
Marília e Garça,SP,2001-07-02,18.189878336588542,29.94548657735189,1429.3032931857638
Matas de Minas,MG,2001-07-02,16.277050525158437,28.03833626700448,1202.8889083328781
Matas de Rondônia,RO,2001-07-02,20.72647166044816,31.35506537617117,2013.552391162817
Mato Grosso,MT,2001-07-02,20.03397517065984,32.010449505694126,2198.2633593873147
Montanhas de Minas,MG,2001-07-02,16.5888223020654,28.139039071878994,1200.3773312676221
Montanhas do Espírito Santo,ES,2001-07-02,15.930845629374186,27.55196434020996,1266.0011824544272
Média Mogiana,SP,2001-07-02,15.300369532211967,27.378310182820197,1433.0446472167969
Noroeste/Norte do Rio de Janeiro,RJ,2001-07-02,19.17767622501035,29.99494878551628,1031.854013177413
Norte Pioneiro do Paraná,PR,2001-07-02,16.802998630713063,28.2428879027671,1363.3366370234928
Norte e Noroeste de Minas,MG,2001-07-02,17.837326584038912,30.744342380099827,1198.3576397365994
Oeste da Bahia,BA,2001-07-02,18.31434066282874,30.936209507804502,951.7664296359302
Ourinhos e Avaré,SP,2001-07-02,17.13763347748787,28.23106058182255,1508.141123781922
Paraná,PR,2001-07-02,17.421698829061107,28.333706137381103,1536.0980678357575
Pernambuco,PE,2001-07-02,18.914814552894004,28.94044658954327,761.0889554537259
Pinhal,SP,2001-07-02,15.196160756624662,27.99841616703914,1352.9029071514424
Planalto Central,DF,2001-07-02,16.76681195365058,27.68169226469817,1237.3694650155526
Planalto de Vitória da Conquista,BA,2001-07-02,18.10898717244466,28.271412841060705,478.89364905106396
Rondônia,RO,2001-07-02,21.07544180100649,31.416790287996513,2118.9286764172966
Serrana de Itiruçu/Brejões,BA,2001-07-02,18.288931491763094,27.63055411050486,747.4210247660792
Serrana do Rio de Janeiro,RJ,2001-07-02,15.875231611962413,27.08808296801997,1339.4927416034773
Sul de Minas,MG,2001-07-02,14.061335241699219,27.41338325805664,1270.1394551757812
Sul do Rio de Janeiro,RJ,2001-07-02,15.637764539474096,27.782027220114685,1303.7442971254006
Acre,AC,2002-07-02,21.263663840653308,31.271770170585594,1945.7465337245308
Alta Mogiana,SP,2002-07-02,17.63949122922174,28.98973274230957,1460.8159979458512
Atlântico Baiano,BA,2002-07-02,20.21274815737929,28.78618856978743,1442.1636784523046
Campo das Vertentes,MG,2002-07-02,15.737687293220969,28.246816494885614,1185.3077958050897
Caparaó,ES,2002-07-02,15.777575748722727,27.582900675331675,1429.036689572218
Ceará,CE,2002-07-02,20.164853779956548,31.248829909045288,981.0218080462831
Cerrado Mineiro,MG,2002-07-02,17.89997590994983,30.1559195015001,1197.3374957919862
Chapada Diamantina,BA,2002-07-02,17.281386995847342,27.787162468779044,789.906791375029
Chapada de Minas,MG,2002-07-02,17.62617936864018,29.11634494740768,1065.949697734792
Conilon Capixaba,ES,2002-07-02,20.076813415244775,30.287139433401602,1123.541180645978
Goiás,GO,2002-07-02,18.236356655629066,30.511131213143777,1281.3541077541884
Mantiqueira de Minas,MG,2002-07-02,12.98368158707252,27.29510967548077,1333.185098501352
Marília e Garça,SP,2002-07-02,18.467825995551216,30.352146063910592,1181.2573296440971
Matas de Minas,MG,2002-07-02,16.59144987092985,28.026363933003033,1430.284597970389
Matas de Rondônia,RO,2002-07-02,21.076361647896146,31.992641388160596,1859.782187287704
Mato Grosso,MT,2002-07-02,20.472156139821152,32.78489666899095,1795.083961669614
Montanhas de Minas,MG,2002-07-02,16.87185081503445,28.27224290102048,1380.1517176807374
Montanhas do Espírito Santo,ES,2002-07-02,16.457840487162272,27.065639572143553,1223.2566682942709
Média Mogiana,SP,2002-07-02,15.74985202499058,27.964553978132166,1284.6399244225543
Noroeste/Norte do Rio de Janeiro,RJ,2002-07-02,19.76203457313248,30.303861956053144,990.1393455795095
Norte Pioneiro do Paraná,PR,2002-07-02,17.363123027990895,29.1889002373878,1467.9566667705562
Norte e Noroeste de Minas,MG,2002-07-02,18.551736456376535,31.530129494490446,1251.1966369063766
Oeste da Bahia,BA,2002-07-02,18.25578313970311,31.439641447628247,935.733536827373
Ourinhos e Avaré,SP,2002-07-02,17.59962227523968,29.09800853524157,1308.944123298891
Paraná,PR,2002-07-02,18.03840703399558,29.314285130877245,1587.0040379574425
Pernambuco,PE,2002-07-02,18.958270879892204,28.633177859966572,990.9858802208533
Pinhal,SP,2002-07-02,15.57525400015024,28.69365273989164,1331.2099984975962
Planalto Central,DF,2002-07-02,17.339372334656893,28.423022870664244,1126.9182445384838
Planalto de Vitória da Conquista,BA,2002-07-02,17.470319266904866,28.304507841143693,921.07067148309
Rondônia,RO,2002-07-02,21.50435526281004,32.00250031562166,2004.224257143964
Serrana de Itiruçu/Brejões,BA,2002-07-02,18.28179960472639,27.61157860866813,832.3273982558139
Serrana do Rio de Janeiro,RJ,2002-07-02,16.595296672746247,27.381524553485946,1326.9311858532476
Sul de Minas,MG,2002-07-02,14.628465726470948,27.946717639160155,1302.4462076171876
Sul do Rio de Janeiro,RJ,2002-07-02,16.621285145099346,27.979516396155724,1544.1038912259614
Acre,AC,2003-07-02,20.880918802328445,31.35664164960085,1849.5945494378632
Alta Mogiana,SP,2003-07-02,17.176112142102472,28.22390474122146,1613.0148778455011
Atlântico Baiano,BA,2003-07-02,20.027797472531393,28.813666992535875,936.404394141071
Campo das Vertentes,MG,2003-07-02,15.281730497584624,27.42874257704791,1335.182803883272
Caparaó,ES,2003-07-02,14.994919567573362,27.273852464629382,1292.5866461032774
Ceará,CE,2003-07-02,20.468549034812234,31.498584670249862,1067.957849059442
Cerrado Mineiro,MG,2003-07-02,17.558632537691736,29.47150846840679,1342.8534558535116
Chapada Diamantina,BA,2003-07-02,17.38495510838732,28.23274488342739,425.12864078110476
Chapada de Minas,MG,2003-07-02,17.484208392078767,29.572780507315095,705.3859993822634
Conilon Capixaba,ES,2003-07-02,19.52181194446705,31.006987589376944,903.8097726327402
Goiás,GO,2003-07-02,17.707860534876154,29.9106551150449,1443.9765117516679
Mantiqueira de Minas,MG,2003-07-02,12.282310595879188,26.746257011707012,1388.0126319298377
Marília e Garça,SP,2003-07-02,17.688016849093966,29.246056747436523,1302.3963107638888
Matas de Minas,MG,2003-07-02,16.06477564698333,27.92540156757915,1178.2497981144832
Matas de Rondônia,RO,2003-07-02,20.82842890974404,31.8901669377866,1860.6127632472826
Mato Grosso,MT,2003-07-02,20.59943382556622,32.17732717290352,2074.2193021642006
Montanhas de Minas,MG,2003-07-02,16.556576977995107,28.11793745370736,1258.169631040186
Montanhas do Espírito Santo,ES,2003-07-02,15.584596455891926,26.939376703898112,1096.339794921875
Média Mogiana,SP,2003-07-02,15.070274902426679,27.233915494835895,1355.8665811289911
Noroeste/Norte do Rio de Janeiro,RJ,2003-07-02,18.750984264325492,29.65099515794199,1186.6806339312204
Norte Pioneiro do Paraná,PR,2003-07-02,16.293406527093115,28.34658269679293,1342.3000038092864
Norte e Noroeste de Minas,MG,2003-07-02,18.092472712198894,30.666451259895606,1423.788656446669
Oeste da Bahia,BA,2003-07-02,18.150961085436816,31.035871719931535,901.9963842789757
Ourinhos e Avaré,SP,2003-07-02,16.61804295611638,28.35210400242959,1307.2598076276881
Paraná,PR,2003-07-02,16.846595390846854,28.44556160349595,1550.1968253286261
Pernambuco,PE,2003-07-02,19.32995268014761,29.25391261761005,733.9994793231671
Pinhal,SP,2003-07-02,14.861205614530123,28.04555027301495,1241.9666888897236
Planalto Central,DF,2003-07-02,16.949086047984935,28.000981436835396,1114.663446497034
Planalto de Vitória da Conquista,BA,2003-07-02,17.653452028308,28.716620311402437,398.7693041751259
Rondônia,RO,2003-07-02,21.2553140844051,31.92461031244416,1919.6881079304624
Serrana de Itiruçu/Brejões,BA,2003-07-02,18.375284705051158,28.199976499690568,558.0182053322015
Serrana do Rio de Janeiro,RJ,2003-07-02,15.852224705266018,26.523312400369083,1421.3949644799327
Sul de Minas,MG,2003-07-02,14.14949038772583,27.312416870117186,1350.2568487304688
Sul do Rio de Janeiro,RJ,2003-07-02,15.858266194661459,27.059782223823742,1445.935590695112
Acre,AC,2004-07-01,21.16276019781678,30.97668249762837,1820.6762666175114
Alta Mogiana,SP,2004-07-01,17.246004729435363,27.780354269619647,1851.844937028556
Atlântico Baiano,BA,2004-07-01,19.93112679050393,28.17360558357413,1381.768744481753
Campo das Vertentes,MG,2004-07-01,15.18528517554788,26.379154682159424,1592.725830078125
Caparaó,ES,2004-07-01,15.005522076676531,25.90109271537967,1858.1707644578887
Ceará,CE,2004-07-01,20.614780194831617,31.204684286406547,1222.959326541785
Cerrado Mineiro,MG,2004-07-01,17.49243676440316,28.991172737216356,1606.7464311493109
Chapada Diamantina,BA,2004-07-01,17.195255084551842,27.237395247562223,908.5957902532527
Chapada de Minas,MG,2004-07-01,17.37765389846313,28.170691790869228,1216.467329205822
Conilon Capixaba,ES,2004-07-01,19.36430848086322,29.352333280775284,1556.4053129973236
Goiás,GO,2004-07-01,17.73723252053054,29.60192274396722,1617.0693036074815
Mantiqueira de Minas,MG,2004-07-01,12.198389896979698,25.934054191295917,1640.6532569298377
Marília e Garça,SP,2004-07-01,17.576839362250436,28.666627883911133,1284.7990071614583
Matas de Minas,MG,2004-07-01,16.009384588761762,26.57442690442492,1693.053701547476
Matas de Rondônia,RO,2004-07-01,20.8335616512575,31.770604866138402,2021.9696391672328
Mato Grosso,MT,2004-07-01,20.607769008843324,32.07296974210992,1995.3797282619405
Montanhas de Minas,MG,2004-07-01,16.47665134049896,27.109783925508196,1681.9990700169612
Montanhas do Espírito Santo,ES,2004-07-01,14.937785873413086,25.74679936726888,1644.0520458984374
Média Mogiana,SP,2004-07-01,14.85211385851321,26.367381966632344,1598.673852008322
Noroeste/Norte do Rio de Janeiro,RJ,2004-07-01,18.783426188215426,28.662670666658425,1371.884629647943
Norte Pioneiro do Paraná,PR,2004-07-01,16.078916177681997,27.662254644623886,1380.3381390943596
Norte e Noroeste de Minas,MG,2004-07-01,17.978987495104473,30.227414555019802,1565.6985818368416
Oeste da Bahia,BA,2004-07-01,18.012823900436974,30.56623123036349,1324.080332220557
Ourinhos e Avaré,SP,2004-07-01,16.37360034450408,27.64557393391927,1376.2032129431284
Paraná,PR,2004-07-01,16.667551591208106,27.93267021681133,1607.611787093313
Pernambuco,PE,2004-07-01,19.01408870403583,28.444078944279596,1232.0662306565505
Pinhal,SP,2004-07-01,14.775269288283129,27.118514207693245,1590.6790020282451
Planalto Central,DF,2004-07-01,16.918372048272026,27.52998196637189,1667.6462221498844
Planalto de Vitória da Conquista,BA,2004-07-01,17.516053237413104,27.437188491486665,962.6335542913068
Rondônia,RO,2004-07-01,21.27730313799584,31.760717338274016,1968.6220416107471
Serrana de Itiruçu/Brejões,BA,2004-07-01,18.057672788930493,27.30903643231059,928.5894314078397
Serrana do Rio de Janeiro,RJ,2004-07-01,15.77214573878868,25.681080836875765,1637.5218864889705
Sul de Minas,MG,2004-07-01,14.110542107391357,26.472479455566408,1596.9418091796874
Sul do Rio de Janeiro,RJ,2004-07-01,15.596720768855167,26.427911318265476,1537.7296392978767
Acre,AC,2005-07-02,21.0481313772537,31.757731550302935,1674.5649547481057
Alta Mogiana,SP,2005-07-02,17.584302967992322,27.979893059566102,1580.6238255994074
Atlântico Baiano,BA,2005-07-02,20.24119155047691,28.421152158414937,1542.0773006073416
Campo das Vertentes,MG,2005-07-02,15.648760459002327,26.891537554123822,1629.828571992762
Caparaó,ES,2005-07-02,15.3027968057772,26.07915236310261,1933.1673971036585
Ceará,CE,2005-07-02,20.855586446896947,31.944224444302645,731.3925861397175
Cerrado Mineiro,MG,2005-07-02,17.934514145426622,29.248456858206488,1582.3514003714172
Chapada Diamantina,BA,2005-07-02,17.60070456536729,27.24804383316891,807.5870052748896
Chapada de Minas,MG,2005-07-02,17.854581729712436,28.782404264945576,1146.8790916144212
Conilon Capixaba,ES,2005-07-02,19.831772592332626,29.70144596806279,1549.1375517668548
Goiás,GO,2005-07-02,18.215819837959007,29.85919352021684,1635.4204324933537
Mantiqueira de Minas,MG,2005-07-02,12.752141897494976,26.432828573080208,1606.6364370492788
Marília e Garça,SP,2005-07-02,18.203391138712565,29.028896925184462,1351.9872504340278
Matas de Minas,MG,2005-07-02,16.232353897361488,26.661440535858794,1613.7458333902425
Matas de Rondônia,RO,2005-07-02,20.958613558783046,32.3841888980589,1788.7094252434329
Mato Grosso,MT,2005-07-02,20.695772660485133,32.71346968329719,1961.7269101617917
Montanhas de Minas,MG,2005-07-02,16.963844993060693,27.34765953408148,1531.0642202276933
Montanhas do Espírito Santo,ES,2005-07-02,16.075324160257974,26.516160990397136,1885.8025162760416
Média Mogiana,SP,2005-07-02,15.320403410040814,26.80970165003901,1430.1142724078634
Noroeste/Norte do Rio de Janeiro,RJ,2005-07-02,19.223474164552325,29.07581066179879,1454.8744638177413
Norte Pioneiro do Paraná,PR,2005-07-02,16.869466321688172,28.259375754823076,1350.4196128033577
Norte e Noroeste de Minas,MG,2005-07-02,18.627910909829318,30.563060257169937,1483.0308470549408
Oeste da Bahia,BA,2005-07-02,18.133858540478876,30.668014852758397,1313.3233721727993
Ourinhos e Avaré,SP,2005-07-02,17.124517020358834,28.02915903317031,1376.9597798009072
Paraná,PR,2005-07-02,17.302474583450117,28.56861867716438,1474.9910434923675
Pernambuco,PE,2005-07-02,19.26897894052359,28.926470653827373,991.9957050030048
Pinhal,SP,2005-07-02,15.056294477902926,27.457601840679462,1380.81154691256
Planalto Central,DF,2005-07-02,17.223684911374693,27.93823959209301,1638.7878463179977
Planalto de Vitória da Conquista,BA,2005-07-02,17.612125710437173,27.956950329897698,724.4242229796292
Rondônia,RO,2005-07-02,21.362825775634608,32.348463064573245,1908.6882488619267
Serrana de Itiruçu/Brejões,BA,2005-07-02,18.24229819275612,27.41990142644838,804.3896455986555
Serrana do Rio de Janeiro,RJ,2005-07-02,16.26085485196581,26.269903669170304,1599.1639954810048
Sul de Minas,MG,2005-07-02,14.643255479431152,26.798481491088868,1520.0504990234374
Sul do Rio de Janeiro,RJ,2005-07-02,16.49022053449582,27.012347392546825,1342.9396064953926
Acre,AC,2006-07-02,20.98298698454047,31.464769969633476,1835.8481305759756
Alta Mogiana,SP,2006-07-02,17.184429579767688,27.977304261306237,1811.8648239661907
Atlântico Baiano,BA,2006-07-02,19.95303669585485,28.248930412884718,1405.4206548542736
Campo das Vertentes,MG,2006-07-02,15.179032227572273,26.89278557721306,1314.689286175896
Caparaó,ES,2006-07-02,14.716809505369605,26.69034515939108,1505.167900271532
Ceará,CE,2006-07-02,20.564158757527668,31.518477468779594,888.2662532305477
Cerrado Mineiro,MG,2006-07-02,17.378737903776624,28.84548710690769,1622.7074533150555
Chapada Diamantina,BA,2006-07-02,17.209442081947753,27.160450314943674,807.8074954575322
Chapada de Minas,MG,2006-07-02,17.282721071480857,28.406168775456656,1184.9781758698705
Conilon Capixaba,ES,2006-07-02,19.253702569890905,29.661348908035844,1350.5138069435402
Goiás,GO,2006-07-02,17.716835104634637,29.53233854192792,1564.4880643449665
Mantiqueira de Minas,MG,2006-07-02,12.58220780812777,26.392720589270958,1486.7269075833833
Marília e Garça,SP,2006-07-02,17.467866728040907,29.005451583862303,1090.5311048719618
Matas de Minas,MG,2006-07-02,15.859069724182982,26.974873816216743,1314.4115732899913
Matas de Rondônia,RO,2006-07-02,20.93620964271435,32.22699182482733,1993.7756283967392
Mato Grosso,MT,2006-07-02,20.716846752287008,32.4723003406693,2139.7665770868634
Montanhas de Minas,MG,2006-07-02,16.735788314862358,27.346897695297585,1300.6939381764348
Montanhas do Espírito Santo,ES,2006-07-02,16.055462341308594,26.94600794474284,1427.238799641927
Média Mogiana,SP,2006-07-02,15.089138010273809,26.972058337667715,1381.5965974227242
Noroeste/Norte do Rio de Janeiro,RJ,2006-07-02,18.60832344731198,29.320783639255957,1193.7666834577728
Norte Pioneiro do Paraná,PR,2006-07-02,16.375179601899276,28.33433017324894,1157.938846236425
Norte e Noroeste de Minas,MG,2006-07-02,17.923796384422868,30.268447973110057,1575.4516335946541
Oeste da Bahia,BA,2006-07-02,18.13235082983333,30.53066324040214,1115.9283523151582
Ourinhos e Avaré,SP,2006-07-02,16.66676651534214,28.005979414909117,1209.720942015289
Paraná,PR,2006-07-02,16.988814113955748,28.795351411166944,1394.5725057501543
Pernambuco,PE,2006-07-02,19.256483723567083,28.961249336829553,881.7499737079327
Pinhal,SP,2006-07-02,15.028716490818905,27.77429037827712,1384.739497258113
Planalto Central,DF,2006-07-02,16.83490161542539,27.554943755820947,1569.1560601128472
Planalto de Vitória da Conquista,BA,2006-07-02,17.723342874593904,27.685217104460065,853.2028318706311
