UF;ANO;AREA_PLANTADA_PERC
Distrito Federal;2008.0;0.72
Distrito Federal;2009.0;0.74
Distrito Federal;2010.0;0.84
Distrito Federal;2011.0;0.61
Distrito Federal;2012.0;0.52
Distrito Federal;2013.0;0.4
Distrito Federal;2014.0;0.33
Distrito Federal;2015.0;0.44
Distrito Federal;2016.0;0.28
Distrito Federal;2017.0;0.32
Distrito Federal;2018.0;0.31
Distrito Federal;2019.0;0.25
Distrito Federal;2020.0;0.24
Distrito Federal;2021.0;0.25
